Town,"GuadagnoREP","MurphyDEM","RossIND","RiccardiIND","RohrmanIND","","GenoveseIND","Kaper-DaleIND"
"Boonton, Town of",,,,,,,
W1D01,156,132,1,0,3,3,0
W1D02,265,194,1,0,3,3,1
W2D01,100,97,2,1,4,1,3
W2D02,121,184,1,1,3,0,2
W3D01,68,90,0,1,0,1,1
W3D02,137,145,4,0,2,1,0
W4D01,121,136,0,0,1,0,2
W4D02,191,160,1,3,0,1,0
MAIL IN,47,39,0,0,0,1,0
Provisional,1,6,0,0,0,0,0
Boonton Township,,,,,,,
D01,210,137,2,1,4,2,1
D02,156,89,0,0,0,0,0
D03,147,125,0,0,2,1,0
D04,150,93,0,0,1,2,1
D05,199,115,0,0,3,0,1
MAIL IN,34,26,0,0,0,0,1
Provisional,3,1,0,0,0,0,0
Butler Borough,,,,,,,
D01,204,190,2,0,2,2,2
D02,178,145,1,2,4,2,3
D03,189,131,1,1,1,1,0
D04,244,214,3,3,4,1,2
D05,207,135,1,1,0,3,2
MAIL IN,32,35,0,0,1,1,0
Provisional,1,1,0,0,0,0,0
Chatham Borough,,,,,,,
D01,120,159,1,1,4,1,3
D02,161,194,0,0,2,1,1
D03,154,177,1,1,1,5,0
D04,140,145,2,0,3,4,2
D05,167,163,1,0,0,1,0
D06,115,177,0,0,3,2,0
D07,206,131,1,0,1,1,1
D08,134,170,2,0,1,4,1
D09,69,95,0,0,1,2,1
MAIL IN,57,106,0,0,1,3,0
Provisional,4,7,0,0,0,0,0
Chatham Township,,,,,,,
D01,159,139,1,0,0,0,0
D02,192,145,1,2,3,2,1
D03,190,180,0,0,2,4,0
D04,172,139,0,1,1,2,0
D05,150,95,0,0,1,0,2
D06,156,139,1,0,0,1,0
D07,223,177,1,1,0,3,0
D08,236,160,1,1,0,0,0
D09,157,122,0,0,0,1,0
D10,269,243,3,0,1,1,1
MAIL IN,109,166,0,0,1,4,2
Provisional,5,11,0,0,0,0,0
Chester Borough,,,,,,,
D01,314,192,1,2,3,0,1
MAIL IN,18,9,0,0,2,0,0
Provisional,3,0,0,0,0,0,0
Chester Township,,,,,,,
D01,226,100,2,0,1,0,3
D02,449,190,1,1,4,3,1
D03,331,195,1,0,3,1,3
D04,242,187,0,0,4,1,2
